제품코드,제품명,유형,최소_질소,최대_질소,최소_수분,최대_수분,최소_색도,최대_색도,최소_추출,최대_추출,날짜유형
1,할리스 캡슐커피 시그니처 블렌드,캡슐커피,0,5,0,3,44,48,15,30,해당없음
